Player,Pos,Nation,Age,MP,Min,Gls,Ast,G+A,Gls_90,Ast_90,xG,xAG,Comp,Squad
Ryan One,FW,sct SCO,17.0,1,8,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Ryan Yates,MF,eng ENG,25.0,35,1992,1,1,2,0.05,0.05,2.6,0.8,eng Premier League,Nott'ham Forest
Rémy Cabella,"FW,MF",fr FRA,33.0,30,1477,2,2,4,0.12,0.12,5.2,3.3,fr Ligue 1,Lille
Rémy Descamps,GK,fr FRA,27.0,6,540,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Nantes
Rémy Riou,GK,fr FRA,35.0,3,270,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lyon
Rúben Dias,DF,pt POR,26.0,30,2559,0,0,0,0.0,0.0,1.4,0.3,eng Premier League,Manchester City
Rúben Vinagre,"DF,FW",pt POR,24.0,12,282,0,0,0,0.0,0.0,0.0,0.3,it Serie A,Hellas Verona
Răzvan Marin,MF,ro ROU,27.0,30,1818,0,3,3,0.0,0.15,1.1,3.0,it Serie A,Empoli
Saba Sazonov,DF,ge GEO,21.0,12,356,0,0,0,0.0,0.0,0.2,0.0,it Serie A,Torino
Sacha Boey,DF,fr FRA,22.0,2,109,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Bayern Munich
Sacha Delaye,"MF,FW",fr FRA,21.0,9,130,0,0,0,0.0,0.0,0.3,0.1,fr Ligue 1,Montpellier
Sadibou Sané,DF,sn SEN,19.0,14,846,0,0,0,0.0,0.0,0.4,0.0,fr Ligue 1,Metz
Sael Kumbedi,DF,fr FRA,18.0,17,924,0,1,1,0.0,0.1,0.2,0.7,fr Ligue 1,Lyon
Saidou Sow,DF,gn GUI,21.0,10,719,0,1,1,0.0,0.13,0.3,0.5,fr Ligue 1,Strasbourg
Salih Özcan,MF,tr TUR,25.0,23,1184,0,0,0,0.0,0.0,0.2,1.0,de Bundesliga,Dortmund
Salim El Jebari,MF,ma MAR,19.0,1,13,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Atlético Madrid
Salis Abdul Samed,MF,gh GHA,23.0,27,1519,0,0,0,0.0,0.0,0.8,0.5,fr Ligue 1,Lens
Salvi,MF,es ESP,32.0,1,28,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Rayo Vallecano
Sam Beukema,DF,nl NED,24.0,30,2547,1,1,2,0.04,0.04,1.9,0.8,it Serie A,Bologna
Sam Curtis,DF,ie IRL,17.0,1,28,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Sam Johnstone,GK,eng ENG,30.0,20,1796,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Crystal Palace
Saman Ghoddos,DF,ir IRN,29.0,19,739,1,0,1,0.12,0.0,0.3,1.1,eng Premier League,Brentford
Samu Castillejo,"FW,MF",es ESP,28.0,17,536,0,0,0,0.0,0.0,0.3,1.0,it Serie A,Sassuolo
Samu Costa,MF,pt POR,22.0,34,2303,1,1,2,0.04,0.04,1.1,0.5,es La Liga,Mallorca
Samu Omorodion,FW,es ESP,19.0,35,1998,9,1,10,0.7549999999999999,0.025,11.5,1.3,"es La Liga, es La Liga","Alavés, Granada"
Samuel Bamba,FW,de GER,19.0,2,47,0,0,0,0.0,0.0,0.3,0.1,de Bundesliga,Dortmund
Samuel Chukwueze,FW,ng NGA,24.0,24,1017,1,3,4,0.09,0.27,1.7,2.3,it Serie A,Milan
Samuel Gigot,DF,fr FRA,29.0,21,1726,3,0,3,0.16,0.0,2.4,0.9,fr Ligue 1,Marseille
Samuel Grandsir,"MF,FW",fr FRA,26.0,23,606,1,1,2,0.15,0.15,2.6,1.2,fr Ligue 1,Le Havre
Samuel Iling-Junior,"DF,MF",eng ENG,19.0,24,810,1,2,3,0.11,0.22,0.7,1.3,it Serie A,Juventus
Samuel Lino,"DF,MF",br BRA,23.0,34,2080,4,5,9,0.17,0.22,5.6,4.7,es La Liga,Atlético Madrid
Samuel Moutoussamy,MF,cd COD,26.0,26,1107,1,0,1,0.08,0.0,1.8,0.6,fr Ligue 1,Nantes
Samuel Umtiti,DF,fr FRA,29.0,6,185,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lille
Samuele Birindelli,DF,it ITA,24.0,35,2013,0,2,2,0.0,0.09,1.1,2.9,it Serie A,Monza
Samuele Di Benedetto,MF,de GER,18.0,1,7,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Stuttgart
Samuele Mulattieri,"FW,MF",it ITA,22.0,27,462,0,0,0,0.0,0.0,1.6,0.3,it Serie A,Sassuolo
Samuele Perisan,GK,it ITA,25.0,1,90,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Empoli
Samuele Ricci,MF,it ITA,21.0,32,2395,1,2,3,0.04,0.08,1.3,2.3,it Serie A,Torino
Samuele Vignato,"MF,FW",it ITA,19.0,10,343,1,0,1,0.26,0.0,1.7,0.2,it Serie A,Monza
Sander Berge,MF,no NOR,25.0,37,3005,1,2,3,0.03,0.06,1.9,2.4,eng Premier League,Burnley
Sandi Lovrić,MF,si SVN,25.0,29,1987,1,3,4,0.05,0.14,3.5,3.3,it Serie A,Udinese
Sandro Ramírez,FW,es ESP,28.0,27,1808,1,3,4,0.05,0.15,3.7,2.6,es La Liga,Las Palmas
Sandro Tonali,MF,it ITA,23.0,8,438,1,0,1,0.21,0.0,0.7,0.6,eng Premier League,Newcastle Utd
Sanjin Prcić,MF,ba BIH,29.0,3,88,0,0,0,0.0,0.0,0.0,0.2,fr Ligue 1,Strasbourg
Santi Comesaña,MF,es ESP,26.0,27,1653,2,0,2,0.11,0.0,1.9,2.0,es La Liga,Villarreal
Santiago Bueno,DF,uy URU,24.0,12,822,0,0,0,0.0,0.0,0.0,0.1,eng Premier League,Wolves
Santiago Castro,FW,ar ARG,18.0,8,242,1,1,2,0.37,0.37,1.0,0.5,it Serie A,Bologna
Santiago García,FW,es ESP,21.0,1,25,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Getafe
Santiago Pierotti,"MF,FW",ar ARG,22.0,11,200,0,2,2,0.0,0.9,0.5,1.0,it Serie A,Lecce
Sardar Azmoun,"FW,MF",ir IRN,28.0,23,585,3,0,3,0.46,0.0,2.9,1.4,it Serie A,Roma
Sargis Adamyan,"FW,MF",am ARM,30.0,20,801,1,2,3,0.11,0.22,4.1,2.0,de Bundesliga,Köln
Sasa Kalajdzic,FW,at AUT,26.0,16,491,2,1,3,0.54,0.14,1.3,1.5,"eng Premier League, de Bundesliga","Wolves, Eint Frankfurt"
Saïd Benrahma,"FW,MF",dz ALG,27.0,25,1390,3,4,7,0.175,0.25,3.4000000000000004,5.0,"eng Premier League, fr Ligue 1","West Ham, Lyon"
Saïmon Bouabré,MF,fr FRA,17.0,1,45,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Monaco
Saúl Coco,DF,gq EQG,24.0,30,2295,1,0,1,0.04,0.0,1.1,0.0,es La Liga,Las Palmas
Saúl Ñíguez,MF,es ESP,28.0,34,1374,1,4,5,0.07,0.26,1.5,3.2,es La Liga,Atlético Madrid
Saša Lukić,MF,rs SRB,26.0,24,1122,1,0,1,0.08,0.0,1.6,0.8,eng Premier League,Fulham
Scott McKenna,DF,sct SCO,26.0,5,416,0,0,0,0.0,0.0,0.2,0.2,eng Premier League,Nott'ham Forest
Scott McTominay,"MF,FW",sct SCO,26.0,32,1901,7,1,8,0.33,0.05,5.7,0.8,eng Premier League,Manchester Utd
Sead Kolašinac,DF,ba BIH,30.0,30,2178,1,0,1,0.04,0.0,1.3,1.1,it Serie A,Atalanta
Sean Longstaff,MF,eng ENG,25.0,35,2747,6,2,8,0.2,0.07,6.6,2.3,eng Premier League,Newcastle Utd
Sebastiaan Bornauw,DF,be BEL,24.0,20,1431,0,0,0,0.0,0.0,0.8,0.4,de Bundesliga,Wolfsburg
Sebastian Polter,FW,de GER,32.0,9,446,0,1,1,0.0,0.2,1.0,0.6,de Bundesliga,Darmstadt 98
Sebastian Rode,MF,de GER,32.0,8,61,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Eint Frankfurt
Sebastian Walukiewicz,DF,pl POL,23.0,27,2055,0,0,0,0.0,0.0,0.1,0.1,it Serie A,Empoli
Sebastiano Luperto,DF,it ITA,26.0,38,3406,1,1,2,0.03,0.03,1.7,1.0,it Serie A,Empoli
Selim Amallah,"FW,MF",ma MAR,26.0,20,604,0,1,1,0.0,0.15,0.4,0.3,es La Liga,Valencia
Senne Lynen,MF,be BEL,24.0,32,1797,0,3,3,0.0,0.15,0.4,1.8,de Bundesliga,Werder Bremen
Senny Mayulu,"FW,MF",fr FRA,17.0,8,324,0,1,1,0.0,0.28,0.1,0.5,fr Ligue 1,Paris S-G
Sepp van den Berg,DF,nl NED,21.0,33,2839,3,0,3,0.1,0.0,2.7,0.3,de Bundesliga,Mainz 05
Serge Aurier,"DF,MF",ci CIV,30.0,12,833,0,2,2,0.0,0.22,0.2,0.5,eng Premier League,Nott'ham Forest
Serge Gnabry,"FW,MF",de GER,28.0,10,432,3,1,4,0.62,0.21,2.4,1.2,de Bundesliga,Bayern Munich
Sergi Altimira,MF,es ESP,21.0,14,568,1,0,1,0.16,0.0,0.2,0.3,es La Liga,Betis
Sergi Canós,"MF,FW",es ESP,26.0,27,1229,1,2,3,0.07,0.15,2.8,2.4,es La Liga,Valencia
Sergi Cardona,DF,es ESP,24.0,35,2814,1,2,3,0.03,0.06,2.7,2.8,es La Liga,Las Palmas
Sergi Darder,MF,es ESP,29.0,36,2157,2,5,7,0.08,0.21,2.2,6.4,es La Liga,Mallorca
Sergi Guardiola,"FW,MF",es ESP,32.0,22,495,1,1,2,0.18,0.18,1.8,0.8,es La Liga,Cádiz
Sergi Roberto,"MF,DF",es ESP,31.0,14,860,3,2,5,0.31,0.21,1.7,0.8,es La Liga,Barcelona
Sergio Akieme,DF,es ESP,25.0,32,2493,4,0,4,0.165,0.0,2.5999999999999996,2.6,"es La Liga, fr Ligue 1","Almería, Reims"
Sergio Arribas,"MF,FW",es ESP,21.0,34,2047,9,4,13,0.4,0.18,8.6,3.7,es La Liga,Almería
Sergio Camello,FW,es ESP,22.0,31,1661,3,1,4,0.16,0.05,4.5,1.3,es La Liga,Rayo Vallecano
Sergio Gómez,"FW,MF",es ESP,22.0,6,53,0,1,1,0.0,1.7,0.2,0.2,eng Premier League,Manchester City
Sergio Herrera,GK,es ESP,30.0,32,2869,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Osasuna
Sergio Ramos,DF,es ESP,37.0,28,2517,3,0,3,0.11,0.0,1.9,0.1,es La Liga,Sevilla
Sergio Reguilón,DF,es ESP,26.0,25,1530,0,4,4,0.0,0.16,1.0,3.5,"eng Premier League, eng Premier League","Manchester Utd, Brentford"
Sergio Rodelas,"FW,DF",es ESP,18.0,3,122,0,1,1,0.0,0.74,0.0,1.1,es La Liga,Granada
Sergio Ruiz,MF,es ESP,28.0,35,2494,0,4,4,0.0,0.14,0.7,1.3,es La Liga,Granada
Serhou Guirassy,FW,gn GUI,27.0,28,2208,28,3,31,1.14,0.12,20.8,6.6,de Bundesliga,Stuttgart
Seydou Fini,"DF,FW",it ITA,17.0,3,35,0,0,0,0.0,0.0,0.1,0.0,it Serie A,Genoa
Shamar Nicholson,FW,jm JAM,26.0,26,1484,4,3,7,0.24,0.18,5.9,1.1,fr Ligue 1,Clermont Foot
Shandon Baptiste,MF,gd GRN,25.0,10,229,1,1,2,0.39,0.39,0.9,0.2,eng Premier League,Brentford
Shavy Babicka,"FW,MF",ga GAB,23.0,12,373,1,0,1,0.24,0.0,0.6,0.1,fr Ligue 1,Toulouse
Sheraldo Becker,"FW,MF",sr SUR,28.0,26,1416,2,3,5,0.115,0.185,2.2,3.6,"es La Liga, de Bundesliga","Real Sociedad, Union Berlin"
Shiō Fukuda,"FW,MF",jp JPN,19.0,5,36,0,0,0,0.0,0.0,0.2,0.0,de Bundesliga,Gladbach
Shon Weissman,FW,il ISR,27.0,5,82,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Granada
Shon Weissman,"FW,DF",il ISR,27.0,11,494,1,0,1,0.18,0.0,1.0,0.1,it Serie A,Salernitana
Siebe Van Der Heyden,DF,be BEL,25.0,6,286,0,0,0,0.0,0.0,0.2,0.0,es La Liga,Mallorca
Silas Katompa,"FW,MF",cd COD,24.0,27,900,5,2,7,0.5,0.2,5.7,2.3,de Bundesliga,Stuttgart
Silvan Hefti,"DF,FW",ch SUI,25.0,11,711,0,1,1,0.0,0.13,0.2,1.0,fr Ligue 1,Montpellier
Silvan Hefti,"MF,DF",ch SUI,25.0,6,114,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Genoa
Silvan Widmer,DF,ch SUI,30.0,20,1242,1,3,4,0.07,0.22,1.4,3.5,de Bundesliga,Mainz 05
Silvi Clúa,MF,es ESP,18.0,1,1,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Girona
Simeon Nwankwo,FW,ng NGA,31.0,15,686,3,0,3,0.39,0.0,2.7,0.6,it Serie A,Salernitana
Simon Adingra,FW,ci CIV,21.0,31,2222,6,1,7,0.24,0.04,4.3,3.7,eng Premier League,Brighton
Simon Ebonog,MF,cm CMR,18.0,4,20,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Le Havre
Simon Elisor,FW,fr FRA,24.0,14,767,1,0,1,0.12,0.0,2.3,0.9,fr Ligue 1,Metz
Simon Kjær,DF,dk DEN,34.0,20,1171,0,1,1,0.0,0.08,0.5,0.8,it Serie A,Milan
Simon Zoller,"FW,MF",de GER,32.0,1,45,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Bochum
Simone Aresti,GK,it ITA,37.0,1,1,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Cagliari
Simone Bastoni,"MF,DF",it ITA,26.0,16,745,1,0,1,0.12,0.0,0.4,0.5,it Serie A,Empoli
Simone Pafundi,MF,it ITA,17.0,1,8,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Udinese
Simone Perilli,GK,it ITA,28.0,1,90,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Hellas Verona
Simone Romagnoli,DF,it ITA,33.0,33,2715,1,1,2,0.03,0.03,1.2,0.4,it Serie A,Frosinone
Simone Scuffet,GK,it ITA,27.0,31,2789,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Cagliari
Simone Verdi,FW,it ITA,31.0,1,4,0,0,0,0.0,0.0,0.0,0.1,it Serie A,Torino
Sinaly Diomande,DF,ci CIV,22.0,10,889,0,0,0,0.0,0.0,1.0,0.7,fr Ligue 1,Lyon
Siriné Doucouré,FW,ml MLI,21.0,11,423,1,3,4,0.21,0.64,0.9,1.3,fr Ligue 1,Lorient
Skelly Alvero,MF,fr FRA,21.0,14,549,2,0,2,0.47,0.0,0.7,0.0,"fr Ligue 1, de Bundesliga","Lyon, Werder Bremen"
Sofiane Diop,FW,fr FRA,23.0,10,499,0,0,0,0.0,0.0,1.2,0.8,fr Ligue 1,Nice
Sofiane Sidi Ali,MF,fr FRA,28.0,2,18,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Marseille
Sofyan Amrabat,"MF,DF",ma MAR,26.0,21,938,0,0,0,0.0,0.0,0.1,0.3,eng Premier League,Manchester Utd
Sokratis Papastathopoulos,DF,gr GRE,35.0,15,1136,0,0,0,0.0,0.0,0.3,0.0,es La Liga,Betis
Solly March,"FW,DF",eng ENG,29.0,7,554,3,1,4,0.49,0.16,2.0,1.0,eng Premier League,Brighton
Son Heung-min,FW,kr KOR,31.0,35,2934,17,10,27,0.52,0.31,12.0,11.8,eng Premier League,Tottenham
Sory Kaba,FW,gn GUI,28.0,17,720,1,1,2,0.12,0.12,1.5,0.3,es La Liga,Las Palmas
Souleymane Touré,DF,fr FRA,20.0,24,2051,1,1,2,0.04,0.04,1.7,0.4,fr Ligue 1,Lorient
Soungoutou Magassa,"DF,MF",fr FRA,19.0,21,1346,0,0,0,0.0,0.0,0.6,0.1,fr Ligue 1,Monaco
Srđan Babić,DF,rs SRB,27.0,1,90,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Almería
Stanislav Lobotka,MF,sk SVK,28.0,38,3282,0,1,1,0.0,0.03,0.6,1.3,it Serie A,Napoli
Stanley N'Soki,DF,fr FRA,24.0,11,631,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Hoffenheim
Stefan Bajcetic,MF,es ESP,18.0,1,26,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
Stefan Bell,DF,de GER,31.0,10,666,0,0,0,0.0,0.0,0.2,0.1,de Bundesliga,Mainz 05
Stefan Lainer,"DF,MF",at AUT,30.0,15,751,0,1,1,0.0,0.12,0.2,0.7,de Bundesliga,Gladbach
Stefan Lekovic,DF,rs SRB,19.0,1,29,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Villarreal
Stefan Mitrović,"FW,MF",rs SRB,20.0,10,391,0,0,0,0.0,0.0,0.4,0.1,it Serie A,Hellas Verona
Stefan Mitrović,DF,rs SRB,33.0,11,699,1,0,1,0.13,0.0,0.1,0.3,es La Liga,Getafe
Stefan Ortega,GK,de GER,30.0,9,635,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Manchester City
Stefan Posch,DF,at AUT,26.0,31,2409,1,2,3,0.04,0.07,1.2,2.1,it Serie A,Bologna
Stefan Savić,DF,me MNE,32.0,23,1630,0,0,0,0.0,0.0,0.3,0.1,es La Liga,Atlético Madrid
Stefan Schimmer,"MF,FW",de GER,29.0,16,153,0,1,1,0.0,0.59,0.6,0.9,de Bundesliga,Heidenheim
Stefan de Vrij,DF,nl NED,31.0,25,1586,1,0,1,0.06,0.0,0.6,0.3,it Serie A,Inter
Stefano Sabelli,DF,it ITA,30.0,32,2429,0,1,1,0.0,0.04,0.8,1.9,it Serie A,Genoa
Stefano Sensi,MF,it ITA,27.0,4,46,0,1,1,0.0,1.96,0.1,0.1,it Serie A,Inter
Stefano Turati,GK,it ITA,21.0,31,2745,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Frosinone
Steffen Tigges,FW,de GER,25.0,25,727,3,0,3,0.37,0.0,2.6,1.6,de Bundesliga,Köln
Stephan El Shaarawy,"FW,DF",it ITA,30.0,33,1738,3,4,7,0.16,0.21,2.5,2.3,it Serie A,Roma
Steve Mandanda,GK,fr FRA,38.0,34,3060,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Rennes
Steve Mounié,FW,bj BEN,28.0,32,1769,6,2,8,0.31,0.1,8.9,2.1,fr Ligue 1,Brest
Steve Ngoura,"FW,MF",fr FRA,18.0,12,223,0,1,1,0.0,0.4,0.5,0.1,fr Ligue 1,Le Havre
Steven Baseya,DF,fr FRA,18.0,2,6,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Strasbourg
Steven Shpendi,"FW,MF",al ALB,20.0,12,411,0,1,1,0.0,0.22,0.4,0.5,it Serie A,Empoli
Stijn Spierings,MF,nl NED,27.0,26,1634,0,1,1,0.0,0.03,0.4,0.6,"fr Ligue 1, fr Ligue 1","Toulouse, Lens"
Stole Dimitrievski,GK,mk MKD,29.0,37,3330,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Rayo Vallecano
Stredair Appuah,"FW,MF",fr FRA,19.0,4,84,0,0,0,0.0,0.0,0.4,0.0,fr Ligue 1,Nantes
Suat Serdar,MF,de GER,26.0,25,1659,0,2,2,0.0,0.11,1.0,1.4,it Serie A,Hellas Verona
Suso,"MF,FW",es ESP,29.0,29,1517,1,4,5,0.06,0.24,1.4,3.9,es La Liga,Sevilla
Sven Botman,DF,nl NED,23.0,17,1377,2,2,4,0.13,0.13,0.6,1.0,eng Premier League,Newcastle Utd
Sven Michel,"FW,MF",de GER,33.0,22,583,2,1,3,0.31,0.15,2.4,0.8,de Bundesliga,Augsburg
Sven Ulreich,GK,de GER,34.0,11,990,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Bayern Munich
Sydie Peck,MF,eng ENG,18.0,1,10,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Sydney van Hooijdonk,FW,nl NED,23.0,9,212,0,0,0,0.0,0.0,0.6,0.1,it Serie A,Bologna
Szymon Żurkowski,MF,pl POL,25.0,13,868,4,0,4,0.41,0.0,1.0,0.1,it Serie A,Empoli
Sávio,"FW,MF",br BRA,19.0,37,2976,9,10,19,0.27,0.3,6.1,7.9,es La Liga,Girona
Séamus Coleman,DF,ie IRL,34.0,12,665,0,0,0,0.0,0.0,0.0,1.0,eng Premier League,Everton
Sébastien Haller,FW,ci CIV,29.0,14,396,0,1,1,0.0,0.23,0.9,0.7,de Bundesliga,Dortmund
Tadeo Allende,"MF,FW",ar ARG,24.0,10,336,1,0,1,0.27,0.0,1.2,0.4,es La Liga,Celta Vigo
Tahith Chong,"MF,FW",nl NED,23.0,33,1982,4,0,4,0.18,0.0,2.7,0.5,eng Premier League,Luton Town
Taiwo Awoniyi,FW,ng NGA,25.0,20,1042,6,3,9,0.52,0.26,4.7,1.7,eng Premier League,Nott'ham Forest
Tajon Buchanan,DF,ca CAN,24.0,10,161,1,0,1,0.56,0.0,0.2,0.3,it Serie A,Inter
Takefusa Kubo,"FW,MF",jp JPN,22.0,30,2150,7,4,11,0.29,0.17,3.5,6.4,es La Liga,Real Sociedad
Takehiro Tomiyasu,DF,jp JPN,24.0,22,1149,2,1,3,0.16,0.08,1.5,0.4,eng Premier League,Arsenal
Takuma Asano,"FW,MF",jp JPN,28.0,29,1986,6,1,7,0.27,0.05,7.9,1.3,de Bundesliga,Bochum
Takumi Minamino,MF,jp JPN,28.0,30,2117,9,6,15,0.38,0.26,5.9,4.9,fr Ligue 1,Monaco
Tammy Abraham,FW,eng ENG,25.0,8,242,1,0,1,0.37,0.0,0.6,0.1,it Serie A,Roma
Tanguy Coulibaly,"FW,MF",fr FRA,22.0,16,623,1,0,1,0.14,0.0,2.6,0.8,fr Ligue 1,Montpellier
Tanguy Nianzou,DF,fr FRA,21.0,8,318,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Sevilla
Tariq Lamptey,"DF,FW",gh GHA,22.0,19,914,0,3,3,0.0,0.3,0.4,1.2,eng Premier League,Brighton
Tawanda Chirewa,"MF,FW",zw ZIM,19.0,8,145,0,0,0,0.0,0.0,0.2,0.0,eng Premier League,Wolves
Teddy Teuma,MF,mt MLT,29.0,28,2113,6,3,9,0.26,0.13,3.1,3.7,fr Ligue 1,Reims
Teden Mengi,DF,eng ENG,21.0,30,2469,1,0,1,0.04,0.0,0.6,0.3,eng Premier League,Luton Town
Terem Moffi,FW,ng NGA,24.0,30,1949,11,2,13,0.51,0.09,10.7,3.2,fr Ligue 1,Nice
Teun Koopmeiners,MF,nl NED,25.0,34,2627,12,5,17,0.41,0.17,6.5,5.9,it Serie A,Atalanta
Theo Corbeanu,"MF,FW",ca CAN,21.0,9,182,1,0,1,0.49,0.0,0.3,0.0,es La Liga,Granada
Theo Hernández,DF,fr FRA,25.0,32,2791,5,4,9,0.16,0.13,4.9,4.3,it Serie A,Milan
Therence Koudou,DF,fr FRA,18.0,9,314,0,0,0,0.0,0.0,0.1,0.3,fr Ligue 1,Reims
Thiago Alcántara,MF,es ESP,32.0,1,6,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Liverpool
Thiago Silva,DF,br BRA,38.0,31,2527,3,1,4,0.11,0.04,0.8,1.0,eng Premier League,Chelsea
Thibault De Smet,DF,be BEL,25.0,27,1831,0,0,0,0.0,0.0,0.3,0.8,fr Ligue 1,Reims
Thibaut Courtois,GK,be BEL,31.0,4,332,0,0,0,0.0,0.0,0.0,0.1,es La Liga,Real Madrid
Thierry Correia,DF,pt POR,24.0,31,2154,0,2,2,0.0,0.08,0.6,2.1,es La Liga,Valencia
Thijs Dallinga,FW,nl NED,22.0,33,2510,14,2,16,0.5,0.07,14.1,1.2,fr Ligue 1,Toulouse
Thilo Kehrer,DF,de GER,26.0,15,1323,1,1,2,0.07,0.07,0.7,1.1,fr Ligue 1,Monaco
Thilo Kehrer,"DF,MF",de GER,26.0,4,22,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,West Ham
Thomas Cannon,FW,ie IRL,20.0,1,1,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Everton
Thomas Delaine,"DF,MF",fr FRA,31.0,27,2044,1,1,2,0.04,0.04,1.7,3.6,fr Ligue 1,Strasbourg
Thomas Foket,DF,be BEL,28.0,27,1833,0,1,1,0.0,0.05,0.2,0.9,fr Ligue 1,Reims
Thomas Henry,FW,fr FRA,28.0,18,334,3,0,3,0.81,0.0,3.3,0.0,it Serie A,Hellas Verona
Thomas Isherwood,DF,se SWE,25.0,12,636,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Darmstadt 98
Thomas Kaminski,GK,be BEL,30.0,38,3405,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Luton Town
Thomas Keller,"MF,FW",de GER,23.0,2,2,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Heidenheim
Thomas Kristensen,DF,dk DEN,21.0,26,2096,0,1,1,0.0,0.04,1.1,0.4,it Serie A,Udinese
Thomas Lemar,MF,fr FRA,27.0,3,164,0,0,0,0.0,0.0,0.2,0.0,es La Liga,Atlético Madrid
Thomas Meunier,DF,be BEL,31.0,8,586,0,0,0,0.0,0.0,0.5,0.6,de Bundesliga,Dortmund
Thomas Müller,"MF,FW",de GER,33.0,31,1654,5,9,14,0.27,0.49,5.7,8.4,de Bundesliga,Bayern Munich
Thomas Partey,"MF,DF",gh GHA,30.0,14,788,0,0,0,0.0,0.0,0.4,0.3,eng Premier League,Arsenal
Thomas Strakosha,GK,al ALB,28.0,2,135,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Brentford
Thorgan Hazard,DF,be BEL,30.0,1,7,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Dortmund
Théo Le Bris,"DF,MF",fr FRA,20.0,26,1516,0,2,2,0.0,0.12,1.2,1.6,fr Ligue 1,Lorient
Théo Sainte-Luce,DF,fr FRA,24.0,6,346,0,0,0,0.0,0.0,0.1,0.1,fr Ligue 1,Montpellier
Tiago Djaló,DF,pt POR,23.0,1,17,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Juventus
Tiago Fonseca Morais,FW,pt POR,19.0,3,46,0,0,0,0.0,0.0,0.4,0.0,fr Ligue 1,Lille
Tiago Santos,DF,pt POR,21.0,29,2365,1,2,3,0.04,0.08,1.4,2.3,fr Ligue 1,Lille
Tiago Tomás,"FW,MF",pt POR,21.0,26,1032,1,1,2,0.09,0.09,2.7,0.8,de Bundesliga,Wolfsburg
Tiemoué Bakayoko,MF,fr FRA,28.0,20,1314,2,1,3,0.14,0.07,1.7,0.5,fr Ligue 1,Lorient
Tijjani Noslin,"FW,MF",nl NED,24.0,17,1339,5,4,9,0.34,0.27,3.6,2.2,it Serie A,Hellas Verona
Tijjani Reijnders,MF,nl NED,25.0,36,2820,3,3,6,0.1,0.1,3.2,3.7,it Serie A,Milan
Tim Breithaupt,MF,de GER,21.0,16,629,0,0,0,0.0,0.0,0.1,0.1,de Bundesliga,Augsburg
Tim Drexler,DF,de GER,18.0,8,573,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Hoffenheim
Tim Iroegbunam,MF,eng ENG,20.0,9,164,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Tim Kleindienst,FW,de GER,27.0,33,2869,12,3,15,0.38,0.09,13.9,3.3,de Bundesliga,Heidenheim
Tim Oermann,DF,de GER,19.0,16,714,0,0,0,0.0,0.0,0.1,0.3,de Bundesliga,Bochum
