Player,Pos,Nation,Age,MP,Min,Gls,Ast,G+A,Gls_90,Ast_90,xG,xAG,Comp,Squad
Pablo Galdames Millán,"MF,DF",cl CHI,26.0,2,11,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Genoa
Pablo Gozalbez,"MF,FW",es ESP,22.0,5,103,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Valencia
Pablo Ibáñez,MF,es ESP,24.0,33,1152,1,2,3,0.08,0.16,2.3,1.2,es La Liga,Osasuna
Pablo Maffeo,DF,es ESP,26.0,22,1454,1,2,3,0.06,0.12,0.8,0.9,es La Liga,Mallorca
Pablo Marí,DF,es ESP,29.0,34,2615,0,0,0,0.0,0.0,0.4,0.3,it Serie A,Monza
Pablo Pagis,MF,fr FRA,20.0,3,165,0,0,0,0.0,0.0,0.1,0.0,fr Ligue 1,Lorient
Pablo Rosario,"MF,DF",nl NED,26.0,30,2009,0,0,0,0.0,0.0,1.2,1.4,fr Ligue 1,Nice
Pablo Saenz,MF,es ESP,22.0,1,19,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Granada
Pablo Sarabia,"MF,FW",es ESP,31.0,30,1745,4,7,11,0.21,0.36,5.5,5.9,eng Premier League,Wolves
Pablo Torre,"MF,FW",es ESP,20.0,26,701,0,2,2,0.0,0.26,0.8,0.9,es La Liga,Girona
Paco Sanz,DF,es ESP,18.0,1,24,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Almería
Panos Katseris,DF,gr GRE,22.0,15,1041,1,1,2,0.09,0.09,2.1,0.8,fr Ligue 1,Lorient
Pantelis Hatzidiakos,DF,gr GRE,26.0,13,856,0,0,0,0.0,0.0,0.4,0.0,it Serie A,Cagliari
Papa Amadou Diallo,FW,sn SEN,19.0,16,889,2,1,3,0.2,0.1,2.6,0.9,fr Ligue 1,Metz
Pape Gueye,"MF,DF",sn SEN,24.0,15,765,1,0,1,0.12,0.0,0.4,0.8,fr Ligue 1,Marseille
Pape Matar Sarr,MF,sn SEN,20.0,34,2069,3,3,6,0.13,0.13,3.4,2.2,eng Premier League,Tottenham
Papu Gómez,"MF,FW",ar ARG,35.0,2,41,0,0,0,0.0,0.0,0.0,0.2,it Serie A,Monza
Pascal Groß,"MF,DF",de GER,32.0,36,3114,4,10,14,0.12,0.29,6.5,8.1,eng Premier League,Brighton
Pascal Stenzel,DF,de GER,27.0,23,1064,0,5,5,0.0,0.42,0.3,3.2,de Bundesliga,Stuttgart
Pascu,FW,es ESP,20.0,1,14,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Villarreal
Pasquale Mazzocchi,DF,it ITA,28.0,28,1700,0,2,2,0.0,0.14,0.5,1.5,"it Serie A, it Serie A","Salernitana, Napoli"
Pathé Ciss,MF,sn SEN,29.0,31,1664,1,0,1,0.05,0.0,1.5,0.5,es La Liga,Rayo Vallecano
Patric,DF,es ESP,30.0,20,1608,2,0,2,0.11,0.0,1.4,0.2,it Serie A,Lazio
Patric Pfeiffer,DF,de GER,23.0,11,511,0,1,1,0.0,0.18,0.5,0.8,de Bundesliga,Augsburg
Patrick Ciurria,"DF,MF",it ITA,28.0,22,1598,0,1,1,0.0,0.06,1.5,2.6,it Serie A,Monza
Patrick Dorgu,"DF,MF",dk DEN,18.0,32,1564,2,0,2,0.12,0.0,2.0,1.6,it Serie A,Lecce
Patrick Herrmann,"FW,DF",de GER,32.0,8,86,0,0,0,0.0,0.0,0.2,0.1,de Bundesliga,Gladbach
Patrick Mainka,DF,de GER,28.0,34,3060,2,0,2,0.06,0.0,3.2,0.1,de Bundesliga,Heidenheim
Patrick Osterhage,MF,de GER,23.0,24,1861,2,1,3,0.1,0.05,1.4,0.8,de Bundesliga,Bochum
Patrick Ouotro,FW,ci CIV,17.0,1,8,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Strasbourg
Patrick Wimmer,"FW,MF",at AUT,22.0,14,589,2,0,2,0.31,0.0,1.4,0.1,de Bundesliga,Wolfsburg
Patrik Schick,FW,cz CZE,27.0,20,1063,7,0,7,0.59,0.0,6.0,1.0,de Bundesliga,Leverkusen
Pau Cubarsí,DF,es ESP,16.0,19,1558,0,0,0,0.0,0.0,0.1,0.4,es La Liga,Barcelona
Pau López,GK,es ESP,28.0,33,2939,0,0,0,0.0,0.0,0.0,0.5,fr Ligue 1,Marseille
Pau Torres,DF,es ESP,26.0,29,2464,2,0,2,0.07,0.0,1.0,0.4,eng Premier League,Aston Villa
Paul Akouokou,MF,ci CIV,25.0,10,334,0,0,0,0.0,0.0,0.1,0.0,"es La Liga, fr Ligue 1","Betis, Lyon"
Paul Dummett,DF,wls WAL,31.0,5,20,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Newcastle Utd
Paul Jaeckel,DF,de GER,25.0,6,234,0,0,0,0.0,0.0,0.0,0.1,de Bundesliga,Union Berlin
Paul Pogba,MF,fr FRA,30.0,2,54,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Juventus
Paulo Azzi,"DF,MF",br BRA,29.0,25,950,0,0,0,0.0,0.0,1.2,0.7,it Serie A,Cagliari
Paulo Dybala,"FW,MF",ar ARG,29.0,28,1959,13,9,22,0.6,0.41,10.6,4.3,it Serie A,Roma
Paulo Gazzaniga,GK,ar ARG,31.0,38,3420,0,0,0,0.0,0.0,0.0,0.7,es La Liga,Girona
Pavao Pervan,GK,at AUT,35.0,9,810,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Wolfsburg
Pavel Kadeřábek,"DF,FW",cz CZE,31.0,29,2412,3,4,7,0.11,0.15,2.5,4.7,de Bundesliga,Hoffenheim
Paweł Dawidowicz,DF,pl POL,28.0,28,2143,0,0,0,0.0,0.0,0.5,0.0,it Serie A,Hellas Verona
Paxten Aaronson,MF,us USA,19.0,7,101,0,1,1,0.0,0.89,0.1,0.1,de Bundesliga,Eint Frankfurt
Pedri,"MF,FW",es ESP,20.0,24,1476,4,2,6,0.24,0.12,3.1,4.2,es La Liga,Barcelona
Pedro,"FW,MF",es ESP,36.0,33,816,1,1,2,0.11,0.11,1.5,2.1,it Serie A,Lazio
Pedro Chirivella,MF,es ESP,26.0,32,2594,1,1,2,0.03,0.03,1.5,1.1,fr Ligue 1,Nantes
Pedro Neto,"FW,MF",pt POR,23.0,20,1516,2,9,11,0.12,0.53,3.5,4.4,eng Premier League,Wolves
Pedro Obiang,MF,gq EQG,31.0,8,453,0,0,0,0.0,0.0,0.0,0.7,it Serie A,Sassuolo
Pedro Pereira,DF,pt POR,25.0,23,841,0,2,2,0.0,0.21,0.2,1.2,it Serie A,Monza
Pedro Porro,DF,es ESP,23.0,35,3089,3,7,10,0.09,0.2,2.9,7.2,eng Premier League,Tottenham
Pelly Ruddock Mpanzu,MF,cd COD,30.0,27,1101,0,0,0,0.0,0.0,0.6,0.4,eng Premier League,Luton Town
Pep Biel,"MF,FW",es ESP,26.0,11,285,0,0,0,0.0,0.0,1.0,0.2,de Bundesliga,Augsburg
Pep Chavarría,"DF,MF",es ESP,25.0,22,1167,1,1,2,0.08,0.08,1.0,0.7,es La Liga,Rayo Vallecano
Pepe Reina,GK,es ESP,40.0,2,180,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Villarreal
Pepín,"MF,FW",gq EQG,26.0,10,241,0,0,0,0.0,0.0,0.2,0.1,it Serie A,Monza
Perr Schuurs,DF,nl NED,23.0,9,770,1,0,1,0.12,0.0,0.7,0.0,it Serie A,Torino
Peru Nolaskoain,"DF,MF",es ESP,24.0,2,10,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Athletic Club
Pervis Estupiñán,DF,ec ECU,25.0,19,1243,2,3,5,0.14,0.22,1.0,3.5,eng Premier League,Brighton
Peter Federico,"MF,FW",do DOM,21.0,15,649,0,0,0,0.0,0.0,1.7,1.0,es La Liga,Valencia
Phil Foden,"FW,MF",eng ENG,23.0,35,2857,19,8,27,0.6,0.25,10.3,8.4,eng Premier League,Manchester City
Philip Billing,MF,dk DEN,27.0,29,1398,2,2,4,0.13,0.13,2.5,3.2,eng Premier League,Bournemouth
Philipp Förster,"MF,FW",de GER,28.0,13,385,0,0,0,0.0,0.0,0.5,0.5,de Bundesliga,Bochum
Philipp Hofmann,FW,de GER,30.0,29,1571,4,2,6,0.23,0.11,4.8,1.7,de Bundesliga,Bochum
Philipp Köhn,GK,ch SUI,25.0,22,1980,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Monaco
Philipp Lienhart,DF,at AUT,27.0,15,1265,1,0,1,0.07,0.0,1.1,1.1,de Bundesliga,Freiburg
Philipp Max,DF,de GER,29.0,23,1350,1,2,3,0.07,0.13,0.2,2.8,de Bundesliga,Eint Frankfurt
Philippe Coutinho,"MF,FW",br BRA,31.0,2,25,0,0,0,0.0,0.0,0.1,0.0,eng Premier League,Aston Villa
Phillip Tietz,FW,de GER,26.0,34,2382,8,4,12,0.3,0.15,8.2,2.6,de Bundesliga,Augsburg
Phillipp Mwene,DF,at AUT,29.0,23,1996,1,2,3,0.05,0.09,1.4,2.0,de Bundesliga,Mainz 05
Pierluigi Gollini,GK,it ITA,28.0,7,630,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Napoli
Piero Hincapié,DF,ec ECU,21.0,26,1484,1,2,3,0.06,0.12,1.9,0.5,de Bundesliga,Leverkusen
Pierre Højbjerg,MF,dk DEN,27.0,36,1311,0,0,0,0.0,0.0,0.7,1.2,eng Premier League,Tottenham
Pierre Kalulu,DF,fr FRA,23.0,9,374,0,0,0,0.0,0.0,0.1,0.1,it Serie A,Milan
Pierre Lees-Melou,MF,fr FRA,30.0,29,2517,4,0,4,0.14,0.0,2.4,2.4,fr Ligue 1,Brest
Pierre-Emerick Aubameyang,FW,ga GAB,34.0,34,2622,17,8,25,0.58,0.27,20.5,5.6,fr Ligue 1,Marseille
Pietro Comuzzo,"DF,FW",it ITA,18.0,4,43,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Fiorentina
Pietro Pellegri,FW,it ITA,22.0,24,756,1,1,2,0.12,0.12,1.0,0.3,it Serie A,Torino
Pietro Terracciano,GK,it ITA,33.0,33,2970,0,0,0,0.0,0.0,0.0,0.2,it Serie A,Fiorentina
Piotr Zieliński,MF,pl POL,29.0,28,1924,3,2,5,0.14,0.09,2.6,3.4,it Serie A,Napoli
Pol Lirola,DF,es ESP,25.0,25,1536,2,1,3,0.12,0.06,1.3,1.1,it Serie A,Frosinone
Pontus Almqvist,"FW,MF",se SWE,24.0,30,2107,2,1,3,0.09,0.04,2.3,2.7,it Serie A,Lecce
Portu,FW,es ESP,31.0,3,97,0,0,0,0.0,0.0,0.2,0.2,es La Liga,Getafe
Portu,"MF,FW",es ESP,31.0,33,1188,7,5,12,0.53,0.38,3.4,3.5,es La Liga,Girona
Predrag Rajković,GK,rs SRB,27.0,36,3240,0,0,0,0.0,0.0,0.0,0.2,es La Liga,Mallorca
Przemysław Frankowski,DF,pl POL,28.0,30,2192,3,2,5,0.12,0.08,3.7,3.8,fr Ligue 1,Lens
Przemysław Szymiński,MF,pl POL,29.0,1,9,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Frosinone
Péter Gulácsi,GK,hu HUN,33.0,13,1170,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,RB Leipzig
Quentin Merlin,DF,fr FRA,21.0,26,1986,0,2,2,0.0,0.1,0.7999999999999999,2.4000000000000004,"fr Ligue 1, fr Ligue 1","Marseille, Nantes"
Rabby Nzingoula,"MF,FW",cg CGO,17.0,6,133,0,1,1,0.0,0.68,0.1,0.1,fr Ligue 1,Strasbourg
Rachad Fettal,FW,ma MAR,18.0,1,17,0,0,0,0.0,0.0,0.1,0.0,es La Liga,Almería
Radamel Falcao,"FW,DF",co COL,37.0,22,407,1,0,1,0.22,0.0,2.7,0.3,es La Liga,Rayo Vallecano
Rade Krunić,MF,ba BIH,29.0,10,687,0,0,0,0.0,0.0,0.1,0.5,it Serie A,Milan
Radosław Majecki,GK,pl POL,23.0,12,1080,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Monaco
Radu Drăgușin,DF,ro ROU,21.0,28,2139,2,1,3,0.055,0.025,1.1,0.8,"eng Premier League, it Serie A","Tottenham, Genoa"
Rafa Marín,DF,es ESP,21.0,33,2443,0,0,0,0.0,0.0,0.7,0.3,es La Liga,Alavés
Rafa Mir,"FW,MF",es ESP,26.0,15,391,2,0,2,0.46,0.0,1.4,0.3,es La Liga,Sevilla
Rafael Borré,FW,co COL,27.0,19,991,4,0,4,0.36,0.0,2.4,1.8,de Bundesliga,Werder Bremen
Rafael Leão,FW,pt POR,24.0,34,2512,9,9,18,0.32,0.32,10.0,9.1,it Serie A,Milan
Rafael Tolói,DF,it ITA,32.0,18,965,0,0,0,0.0,0.0,0.1,0.1,it Serie A,Atalanta
Raffaele Di Gennaro,GK,it ITA,29.0,1,23,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Inter
Raheem Sterling,"FW,MF",eng ENG,28.0,31,1978,8,4,12,0.36,0.18,6.5,4.5,eng Premier League,Chelsea
Raimane Daou,"DF,MF",km COM,18.0,1,25,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Marseille
Ramy Bensebaini,DF,dz ALG,28.0,17,1033,0,0,0,0.0,0.0,1.7,0.4,de Bundesliga,Dortmund
Ramón Terrats,"MF,DF",es ESP,22.0,19,785,0,2,2,0.0,0.23,0.4,1.6,es La Liga,Villarreal
Randal Kolo Muani,FW,fr FRA,24.0,2,153,1,0,1,0.59,0.0,1.3,0.0,de Bundesliga,Eint Frankfurt
Randal Kolo Muani,"FW,MF",fr FRA,24.0,26,1268,6,5,11,0.43,0.35,6.1,3.3,fr Ligue 1,Paris S-G
Randy Nteka,"FW,MF",ao ANG,25.0,16,572,1,1,2,0.16,0.16,2.3,0.9,es La Liga,Rayo Vallecano
Rani Khedira,MF,de GER,29.0,20,1343,0,0,0,0.0,0.0,0.4,0.1,de Bundesliga,Union Berlin
Raoul Bellanova,DF,it ITA,23.0,37,3046,1,7,8,0.03,0.21,2.0,5.0,it Serie A,Torino
Raphaël Guerreiro,"DF,MF",pt POR,29.0,20,1191,3,0,3,0.23,0.0,2.4,2.0,de Bundesliga,Bayern Munich
Raphaël Varane,DF,fr FRA,30.0,22,1375,1,0,1,0.07,0.0,1.3,0.1,eng Premier League,Manchester Utd
Raphinha,"FW,MF",br BRA,26.0,28,1368,6,9,15,0.39,0.59,7.4,5.7,es La Liga,Barcelona
Rareș-Cătălin Burnete,FW,ro ROU,19.0,1,8,0,1,1,0.0,11.25,0.0,0.1,it Serie A,Lecce
Rasmus Carstensen,"DF,FW",dk DEN,22.0,23,1659,0,0,0,0.0,0.0,0.9,2.6,de Bundesliga,Köln
Rasmus Højlund,FW,dk DEN,20.0,30,2158,10,2,12,0.42,0.08,7.6,1.6,eng Premier League,Manchester Utd
Rasmus Kristensen,DF,dk DEN,26.0,29,1744,1,1,2,0.05,0.05,0.5,0.9,it Serie A,Roma
Rasmus Nicolaisen,DF,dk DEN,26.0,33,2925,2,0,2,0.06,0.0,1.1,0.6,fr Ligue 1,Toulouse
Rassoul Ndiaye,"MF,FW",sn SEN,21.0,19,526,0,0,0,0.0,0.0,0.2,0.3,fr Ligue 1,Le Havre
Rayan Aït-Nouri,"DF,MF",dz ALG,22.0,33,2329,2,1,3,0.08,0.04,3.3,2.4,eng Premier League,Wolves
Rayan Cherki,"MF,FW",fr FRA,19.0,33,1719,1,6,7,0.05,0.31,5.2,4.2,fr Ligue 1,Lyon
Raúl,FW,es ESP,22.0,35,1355,6,1,7,0.4,0.07,4.9,0.6,es La Liga,Osasuna
Raúl Albiol,DF,es ESP,37.0,26,2031,0,1,1,0.0,0.04,0.4,0.8,es La Liga,Villarreal
Raúl Fernández,GK,es ESP,35.0,4,280,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Granada
Raúl García,"FW,MF",es ESP,37.0,20,420,1,0,1,0.21,0.0,0.9,0.0,es La Liga,Athletic Club
Raúl Jiménez,FW,mx MEX,32.0,24,1395,7,0,7,0.45,0.0,5.2,1.5,eng Premier League,Fulham
Raúl Torrente,DF,es ESP,21.0,17,1250,0,0,0,0.0,0.0,0.2,0.4,es La Liga,Granada
Raúl de Tomás,FW,es ESP,28.0,25,1272,1,2,3,0.07,0.14,3.4,1.3,es La Liga,Rayo Vallecano
Reda Belahyane,MF,fr FRA,19.0,3,117,0,0,0,0.0,0.0,0.0,0.0,"it Serie A, fr Ligue 1","Hellas Verona, Nice"
Reda Khadra,"FW,MF",de GER,22.0,29,1368,1,3,4,0.07,0.2,1.8,3.5,fr Ligue 1,Reims
Reece Burke,DF,eng ENG,26.0,22,1660,0,4,4,0.0,0.22,1.3,1.4,eng Premier League,Luton Town
Reece James,DF,eng ENG,23.0,10,419,0,2,2,0.0,0.43,0.3,1.7,eng Premier League,Chelsea
Reinier,"MF,FW",br BRA,21.0,22,1059,2,2,4,0.17,0.17,1.3,1.9,it Serie A,Frosinone
Reinildo Mandava,DF,mz MOZ,29.0,16,731,2,1,3,0.25,0.12,0.9,0.6,es La Liga,Atlético Madrid
Reiss Nelson,FW,eng ENG,23.0,15,268,0,0,0,0.0,0.0,0.2,0.6,eng Premier League,Arsenal
Remi Matthews,GK,eng ENG,29.0,1,4,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Crystal Palace
Remi Oudin,"MF,FW",fr FRA,26.0,31,1819,3,2,5,0.15,0.1,1.8,5.7,it Serie A,Lecce
Remo Freuler,MF,ch SUI,31.0,32,2624,1,1,2,0.03,0.03,1.2,1.1,it Serie A,Bologna
Renan Lodi,DF,br BRA,25.0,14,1235,0,0,0,0.0,0.0,0.3,1.3,fr Ligue 1,Marseille
Renato Sanches,MF,pt POR,25.0,7,146,1,0,1,0.62,0.0,0.1,0.2,it Serie A,Roma
Renato Tapia,"MF,DF",pe PER,28.0,21,1337,0,0,0,0.0,0.0,1.0,0.6,es La Liga,Celta Vigo
Rhian Brewster,"FW,MF",eng ENG,23.0,13,346,0,0,0,0.0,0.0,0.4,0.1,eng Premier League,Sheffield Utd
Rhys Norrington-Davies,DF,wls WAL,24.0,5,110,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Sheffield Utd
Ricard Sánchez,DF,es ESP,23.0,33,2295,3,0,3,0.12,0.0,1.0,1.9,es La Liga,Granada
Ricardo Rodríguez,DF,ch SUI,30.0,35,2772,1,2,3,0.03,0.06,0.3,1.4,it Serie A,Torino
Ricardo Visus,DF,es ESP,22.0,3,166,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Betis
Riccardo Calafiori,DF,it ITA,21.0,30,2349,2,5,7,0.08,0.19,1.4,1.2,it Serie A,Bologna
Riccardo Marchizza,DF,it ITA,25.0,13,1148,0,4,4,0.0,0.31,0.4,0.8,it Serie A,Frosinone
Riccardo Orsolini,"FW,MF",it ITA,26.0,33,1792,10,2,12,0.5,0.1,7.4,4.4,it Serie A,Bologna
Riccardo Pagano,"MF,DF",it ITA,18.0,4,51,0,0,0,0.0,0.0,0.1,0.0,it Serie A,Roma
Riccardo Saponara,"FW,MF",it ITA,31.0,12,342,0,0,0,0.0,0.0,0.1,0.2,it Serie A,Hellas Verona
Riccardo Sottil,FW,it ITA,24.0,22,1103,2,3,5,0.16,0.24,2.6,2.5,it Serie A,Fiorentina
Richarlison,FW,br BRA,26.0,28,1491,11,4,15,0.66,0.24,9.6,2.1,eng Premier League,Tottenham
Rick Karsdorp,DF,nl NED,28.0,18,1191,0,2,2,0.0,0.15,0.4,2.2,it Serie A,Roma
Rico Henry,DF,eng ENG,26.0,5,401,0,1,1,0.0,0.22,0.1,1.0,eng Premier League,Brentford
Rico Lewis,"DF,MF",eng ENG,18.0,16,809,2,0,2,0.22,0.0,0.6,1.1,eng Premier League,Manchester City
Ridgeciano Haps,DF,sr SUR,30.0,16,773,0,1,1,0.0,0.12,0.1,0.7,it Serie A,Genoa
Ridle Baku,"DF,MF",de GER,25.0,33,2013,1,0,1,0.04,0.0,1.8,3.0,de Bundesliga,Wolfsburg
Ritsu Doan,"DF,MF",jp JPN,25.0,30,2246,7,2,9,0.28,0.08,5.0,3.1,de Bundesliga,Freiburg
Robert Andrich,"MF,DF",de GER,28.0,28,1690,4,2,6,0.21,0.11,1.7,1.8,de Bundesliga,Leverkusen
Robert Gumny,DF,pl POL,25.0,13,481,0,0,0,0.0,0.0,0.2,0.1,de Bundesliga,Augsburg
Robert Lewandowski,FW,pl POL,34.0,35,2750,19,8,27,0.62,0.26,18.1,4.9,es La Liga,Barcelona
Robert Skov,"DF,FW",dk DEN,27.0,25,1260,3,4,7,0.21,0.29,1.8,1.9,de Bundesliga,Hoffenheim
Robert Sánchez,GK,es ESP,25.0,16,1433,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Chelsea
Roberto Gagliardini,"MF,DF",it ITA,29.0,33,2360,1,2,3,0.04,0.08,2.9,1.7,it Serie A,Monza
Roberto Massimo,"FW,DF",de GER,22.0,5,84,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Stuttgart
Roberto Navarro,"MF,FW",es ESP,21.0,28,1888,1,1,2,0.05,0.05,2.1,3.1,es La Liga,Cádiz
Roberto Pereyra,"FW,MF",ar ARG,32.0,27,1858,4,3,7,0.19,0.15,3.5,1.9,it Serie A,Udinese
Roberto Piccoli,FW,it ITA,22.0,37,1417,5,0,5,0.165,0.0,6.5,0.9,"it Serie A, it Serie A","Empoli, Lecce"
Robin Gosens,"DF,MF",de GER,29.0,30,2283,6,3,9,0.24,0.12,2.1,3.0,de Bundesliga,Union Berlin
Robin Hack,"FW,MF",de GER,24.0,29,1348,10,2,12,0.67,0.13,3.9,2.3,de Bundesliga,Gladbach
Robin Knoche,DF,de GER,31.0,24,1917,1,0,1,0.05,0.0,1.2,0.3,de Bundesliga,Union Berlin
Robin Koch,DF,de GER,27.0,31,2738,2,0,2,0.07,0.0,3.1,0.2,de Bundesliga,Eint Frankfurt
Robin Le Normand,DF,es ESP,26.0,29,2469,2,0,2,0.07,0.0,1.0,0.1,es La Liga,Real Sociedad
Robin Olsen,GK,se SWE,33.0,5,405,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Aston Villa
Robin Zentner,GK,de GER,28.0,30,2700,0,0,0,0.0,0.0,0.0,0.0,de Bundesliga,Mainz 05
Rocco Reitz,MF,de GER,21.0,34,2136,6,3,9,0.25,0.13,3.7,2.4,de Bundesliga,Gladbach
Rodri,"FW,MF",es ESP,23.0,29,1051,0,0,0,0.0,0.0,1.1,1.2,es La Liga,Betis
Rodri,MF,es ESP,27.0,34,2931,8,9,17,0.25,0.28,4.1,3.9,eng Premier League,Manchester City
Rodrigo Bentancur,MF,uy URU,26.0,23,1005,1,1,2,0.09,0.09,1.9,0.5,eng Premier League,Tottenham
Rodrigo De Paul,MF,ar ARG,29.0,34,2075,3,5,8,0.13,0.22,1.8,5.0,es La Liga,Atlético Madrid
Rodrigo Muniz,FW,br BRA,22.0,26,1593,9,1,10,0.51,0.06,8.7,2.0,eng Premier League,Fulham
Rodrigo Ribeiro,"MF,FW",pt POR,18.0,4,17,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Nott'ham Forest
Rodrigo Riquelme,"DF,MF",es ESP,23.0,34,1528,3,5,8,0.18,0.29,2.7,3.1,es La Liga,Atlético Madrid
Rodrygo,FW,br BRA,22.0,34,2380,10,5,15,0.38,0.19,11.7,4.0,es La Liga,Real Madrid
Roger Martí,FW,es ESP,32.0,23,1359,2,3,5,0.13,0.2,2.8,2.9,es La Liga,Cádiz
Rogério,DF,br BRA,25.0,13,906,1,0,1,0.1,0.0,0.3,0.4,de Bundesliga,Wolfsburg
Roland Sallai,"MF,FW",hu HUN,26.0,27,1840,3,2,5,0.15,0.1,7.9,3.5,de Bundesliga,Freiburg
Rolando Mandragora,MF,it ITA,26.0,33,1588,3,3,6,0.17,0.17,3.5,1.6,it Serie A,Fiorentina
Romain Del Castillo,FW,fr FRA,27.0,33,2497,8,8,16,0.29,0.29,5.2,9.9,fr Ligue 1,Brest
Romain Faivre,"MF,FW",fr FRA,25.0,22,1494,5,1,6,0.155,0.03,3.0,1.7,"eng Premier League, fr Ligue 1","Bournemouth, Lorient"
Romain Perraud,"DF,FW",fr FRA,25.0,19,370,0,1,1,0.0,0.24,0.0,0.9,fr Ligue 1,Nice
Roman Yaremchuk,FW,ua UKR,27.0,25,928,3,0,3,0.29,0.0,4.6,0.1,es La Liga,Valencia
Romano Schmid,"MF,FW",at AUT,23.0,33,2601,4,6,10,0.14,0.21,5.2,6.3,de Bundesliga,Werder Bremen
Romelu Lukaku,FW,be BEL,30.0,32,2641,13,3,16,0.44,0.1,9.8,2.4,it Serie A,Roma
Rominigue Kouamé,MF,ml MLI,26.0,16,821,0,0,0,0.0,0.0,0.3,0.1,es La Liga,Cádiz
Roméo Lavia,MF,be BEL,19.0,1,33,0,0,0,0.0,0.0,0.0,0.0,eng Premier League,Chelsea
Ronald Araújo,DF,uy URU,24.0,25,1997,1,2,3,0.05,0.09,2.1,1.4,es La Liga,Barcelona
Ronaël Pierre-Gabriel,DF,fr FRA,25.0,12,598,0,0,0,0.0,0.0,0.3,0.8,fr Ligue 1,Nantes
Ross Barkley,MF,eng ENG,29.0,32,2618,5,4,9,0.17,0.14,4.1,3.7,eng Premier League,Luton Town
Royce Openda Owaga,FW,ga GAB,21.0,1,16,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Lorient
Ruan,DF,br BRA,24.0,26,1516,0,0,0,0.0,0.0,0.5,0.6,it Serie A,Sassuolo
Ruben Aguilar,DF,fr FRA,30.0,25,1922,1,3,4,0.05,0.14,1.4,2.9,fr Ligue 1,Lens
Ruben Lendinez,DF,es ESP,20.0,1,11,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Valencia
Ruben Loftus-Cheek,MF,eng ENG,27.0,29,2068,6,1,7,0.26,0.04,3.7,2.4,it Serie A,Milan
Ruben Vargas,"MF,FW",ch SUI,24.0,31,1962,4,5,9,0.18,0.23,3.9,2.4,de Bundesliga,Augsburg
Rubén Alcaraz,MF,es ESP,32.0,36,3134,3,1,4,0.09,0.03,3.3,1.4,es La Liga,Cádiz
Rubén Blanco,GK,es ESP,28.0,2,121,0,0,0,0.0,0.0,0.0,0.0,fr Ligue 1,Marseille
Rubén Duarte,DF,es ESP,27.0,28,1878,2,1,3,0.1,0.05,0.7,1.5,es La Liga,Alavés
Rubén García,"FW,MF",es ESP,30.0,30,1547,3,2,5,0.17,0.12,2.3,3.3,es La Liga,Osasuna
Rubén Peña,"DF,FW",es ESP,32.0,29,2088,0,2,2,0.0,0.09,0.9,2.6,es La Liga,Osasuna
Rubén Sobrino,"MF,FW",es ESP,31.0,32,1646,0,1,1,0.0,0.05,1.8,2.3,es La Liga,Cádiz
Rui Patrício,GK,pt POR,35.0,23,2070,0,0,0,0.0,0.0,0.0,0.0,it Serie A,Roma
Rui Silva,GK,pt POR,29.0,28,2475,0,0,0,0.0,0.0,0.0,0.0,es La Liga,Betis
Ruslan Malinovskyi,MF,ua UKR,30.0,28,1544,4,1,5,0.23,0.06,1.1,0.6,it Serie A,Genoa
Ryan Christie,MF,sct SCO,28.0,37,2907,0,5,5,0.0,0.15,2.3,5.4,eng Premier League,Bournemouth
Ryan Gravenberch,FW,nl NED,21.0,1,10,0,0,0,0.0,0.0,0.0,0.2,de Bundesliga,Bayern Munich
Ryan Gravenberch,MF,nl NED,21.0,26,1121,1,0,1,0.08,0.0,2.0,0.9,eng Premier League,Liverpool
Ryan John Giles,"DF,MF",eng ENG,23.0,11,503,0,0,0,0.0,0.0,0.1,0.2,eng Premier League,Luton Town
